,Time,V1,V2,V3,V4,V5,V6,V7,V9,V10,V11,V12,V13,V28,Amount,Class
0,0.0,-1.3598071336738,-0.0727811733098497,2.53634673796914,1.37815522427443,-0.338320769942518,0.462387777762292,0.239598554061257,0.363786969611213,0.0907941719789316,-0.551599533260813,-0.617800855762348,-0.991389847235408,-0.0210530534538215,149.62,0
1,0.0,1.19185711131486,0.26615071205963,0.16648011335321,0.448154078460911,0.0600176492822243,-0.0823608088155687,-0.0788029833323113,-0.255425128109186,-0.166974414004614,1.61272666105479,1.06523531137287,0.48909501589608,0.0147241691924927,2.69,0
2,1.0,-1.35835406159823,-1.34016307473609,1.77320934263119,0.379779593034328,-0.503198133318193,1.80049938079263,0.791460956450422,-1.51465432260583,0.207642865216696,0.624501459424895,0.066083685268831,0.717292731410831,-0.0597518405929204,378.66,0
3,1.0,-0.966271711572087,-0.185226008082898,1.79299333957872,-0.863291275036453,-0.0103088796030823,1.24720316752486,0.23760893977178,-1.38702406270197,-0.0549519224713749,-0.226487263835401,0.178228225877303,0.507756869957169,0.0614576285006353,123.5,0
4,2.0,-1.15823309349523,0.877736754848451,1.548717846511,0.403033933955121,-0.407193377311653,0.0959214624684256,0.592940745385545,0.817739308235294,0.753074431976354,-0.822842877946363,0.53819555014995,1.3458515932154,0.215153147499206,69.99,0
5,2.0,-0.425965884412454,0.960523044882985,1.14110934232219,-0.168252079760302,0.42098688077219,-0.0297275516639742,0.476200948720027,-0.56867137571251,-0.371407196834471,1.34126198001957,0.359893837038039,-0.358090652573631,0.0810802569229443,3.67,0
6,4.0,1.22965763450793,0.141003507049326,0.0453707735899449,1.20261273673594,0.191880988597645,0.272708122899098,-0.0051590028825098,0.464959994783886,-0.0992543211289237,-1.41690724314928,-0.153825826253651,-0.75106271556262,0.0051677689062491,4.99,0
7,7.0,-0.644269442348146,1.41796354547385,1.0743803763556,-0.492199018495015,0.948934094764157,0.428118462833089,1.12063135838353,0.615374730667027,1.24937617815176,-0.619467796121913,0.291474353088705,1.75796421396042,-1.08533918832377,40.8,0
8,7.0,-0.89428608220282,0.286157196276544,-0.113192212729871,-0.271526130088604,2.6695986595986,3.72181806112751,0.370145127676916,-0.392047586798604,-0.410430432848439,-0.705116586646536,-0.110452261733098,-0.286253632470583,0.14240432992147,93.2,0
9,9.0,-0.33826175242575,1.11959337641566,1.04436655157316,-0.222187276738296,0.49936080649727,-0.24676110061991,0.651583206489972,-0.736727316364109,-0.366845639206541,1.01761446783262,0.836389570307029,1.00684351373408,0.0830756493473326,3.68,0
10,10.0,1.44904378114715,-1.17633882535966,0.913859832832795,-1.37566665499943,-1.97138316545323,-0.62915213889734,-1.4232356010359,-1.72040839292037,1.62665905834133,1.1996439495421,-0.671439778462005,-0.513947152539479,0.0162532619375515,7.8,0
11,10.0,0.38497821518095,0.616109459176472,-0.874299702595052,-0.0940186259679115,2.92458437838817,3.31702716826156,0.470454671805879,-0.558894612428441,0.30975539423728,-0.259115563735702,-0.326143233995877,-0.0900467227020648,-0.0543373883732122,9.99,0
12,10.0,1.249998742053,-1.22163680921816,0.383930151282291,-1.23489868766892,-1.48541947377961,-0.753230164566149,-0.689404975426345,-2.09401057344842,1.32372927445937,0.227666231237246,-0.242681998944186,1.20541680770748,0.0424220887282304,121.5,0
13,11.0,1.0693735878819,0.287722129331455,0.828612726634281,2.71252042961718,-0.178398016248009,0.337543730282968,-0.0967168617395962,-0.221082566236194,0.460230444301678,-0.773656930526689,0.32338724546722,-0.0110758870883779,0.021293311477486,27.5,0
14,12.0,-2.7918547659339,-0.327770756658658,1.64175016056605,1.76747274389883,-0.136588446465306,0.80759646826532,-0.422911389711497,0.755712908314791,1.1510869876677,0.844555470974377,0.7929439518176,0.370448092803246,-0.0301536365592253,58.8,0
15,12.0,-0.752417042956605,0.345485415344747,2.05732291276727,-1.46864329840046,-1.1583936804082,-0.0778498291166733,-0.608581418236123,-0.436166983515744,0.747730827192802,-0.793980602837221,-0.770406728847129,1.04762699748088,0.129394059390202,15.99,0
16,12.0,1.10321543528383,-0.0402962145973447,1.2673320885949,1.28909146962552,-0.735997163604068,0.288069162976262,-0.586056786337461,0.782332891785191,-0.267975066537173,-0.450311279515466,0.936707714991982,0.708380406186981,0.0370505169810008,12.99,0
17,13.0,-0.436905071360625,0.918966212909322,0.92459077438817,-0.727219053596792,0.915678718106307,-0.127867352079254,0.707641607333935,-0.66527135413364,-0.737979823596458,0.32409781346169,0.277192107214981,0.252624256310781,0.131023789452311,0.89,0
18,14.0,-5.40125766315825,-5.45014783420644,1.18630463143652,1.73623880012095,3.04910587764025,-1.76340557365201,-1.55973769907953,1.23308974041888,0.345172827050629,0.917229867699146,0.970116716069048,-0.266567764915222,0.949594245504846,46.8,0
19,15.0,1.4929359769862,-1.02934573189487,0.45479473374366,-1.43802587991702,-1.55543410136344,-0.720961147043557,-1.08066413038614,-1.9786815953872,1.63807603690446,1.07754241162743,-0.63204651464934,-0.41695716661602,0.0076022555999789,5.0,0
20,16.0,0.694884775607337,-1.36181910308009,1.02922103956032,0.834159299216716,-1.19120879445965,1.30910881872952,-0.878585911450457,-0.446195831557423,0.568520735086962,1.01915061274695,1.29832870056251,0.420480265280796,0.0634986493439305,231.71,0
21,17.0,0.962496069914852,0.32846102605212,-0.17147905415064,2.10920406774016,1.12956557126894,1.6960376856836,0.107711607311367,-1.19131110205143,0.724396314588903,1.6903299205808,0.406773575635315,-0.936421295934551,-0.01460532767228,34.09,0
22,18.0,1.16661638244228,0.502120087854101,-0.0673003143663533,2.26156923949128,0.428804194630708,0.0894735167274599,0.241146579907281,-0.989162395259052,0.922174967079328,0.744785789437272,-0.531377250104474,-2.1053464503177,-0.0114178152991164,2.28,0
23,18.0,0.247491127783665,0.277665627353681,1.18547084217971,-0.0926025498576041,-1.31439397897076,-0.150115997622665,-0.946364950111676,1.54407140197844,-0.82988060074647,-0.583199526903095,0.524933232159904,-0.45337529664688,0.250475352427605,22.75,0
24,22.0,-1.94652513121534,-0.0449005054418194,-0.405570068378956,-1.01305733702394,2.94196769950545,2.95505339674562,-0.0630631473635638,0.0499669002270836,0.573742508037695,-0.0812565147381817,-0.215745003282808,0.0441606277765361,0.014599751533029,0.89,0
25,22.0,-2.0742946722629,-0.121481799450951,1.32202063048967,0.410007514171835,0.295197545759436,-0.95953722984438,0.543985491287656,0.475664017945495,0.149450615348245,-0.856566363963256,-0.180523156037298,-0.655232930357476,0.243231671798911,26.43,0
26,23.0,1.17328461017079,0.353497876646456,0.28390506526532,1.1335633178795,-0.172577181842493,-0.916053706932115,0.36902484539083,-0.24665102789456,-0.0461393022689538,-0.143418527309124,0.979350375717585,1.49228543545219,0.0300411908366385,41.88,0
27,23.0,1.32270726911234,-0.17404083293642,0.434555031250987,0.576037652384661,-0.836758045983797,-0.831083411483829,-0.264904960791055,-1.07142461772052,0.868558547570527,-0.641506289794406,-0.111315775017413,0.361485409760927,0.0288223002307744,16.0,0
28,23.0,-0.414288810090829,0.905437322625407,1.72745294417921,1.47347126657189,0.0074427411732298,-0.200330677416199,0.740228319420026,-0.593392019124765,-0.346188231273199,-0.0121421884961019,0.786796316060126,0.635953883297271,0.152664644968975,33.0,0
29,23.0,1.05938711501788,-0.175319186719244,1.26612964251002,1.18610995469348,-0.786001752758539,0.578435276462307,-0.767084276374229,0.699499675903727,-0.0647375556773487,1.04829248789913,1.00561836488785,-0.542001579163132,0.0242203485620962,12.99,0
